content_id,content,subject,sentiment_value
Mf0pA5qQC4LnIYN6,你 的 车行 一千公里 烧 多少 机油,动力,0
GdnJ6HU9fbIqp4XO,为什么 我 觉得 电尾门 好 鸡肋 ？ 开关 太慢 ， 每次 洗车 都 要 跟 小工 交代 不洗 后备箱 ， 怕 他们 用力 开关 搞 烂掉,空间,0
9C8ohYfqvs03VMOi,仔细 想 了 一下 ， 新 美孚 0w30 非常适合 318 线 进藏 。 进藏 途中 高速公路 长时间 高转速 ， 高 海拔 的 高山 爬坡 需要 长时间 高转速 ； 上 到 海拔 4000 - 5000 米 的 时候 温度 低 ， 需要 低温 流动性 ， 0 比 5 更 合适 。 下坡 到 谷底 的 时候 气温 升高 30 比 20 更 合适 。 进藏 自驾 的 人 以 安全 去 安全 回 为首 要 目标 ， 计较 油耗 的 人会少 很多 。 所以 以后 进藏 新 美孚 一号 就是 标配 了,动力/油耗,0
OzCDdI38Ys51Goye,女儿 是 农学 专业   以后 田间 地头 的 . 底盘 加强 件 用 的 上 。,操控,0
1BYpO9FsgkmWLNQu,平常心 吧 ， 我 本来 想买傲 虎 ， 优惠 不 大 ， 钱 不够 ， 改提 森林 人 ， 6 月 提 尊贵 优惠 1.4 w ， 到 了 9 月 做 活动 森林 人 全系 2w ， 傲虎 全系 3w ， 我 ......,价格,0
VC0wDIiqny4pfQ6B,老 司机 ， 真的 刹车 开关 的 问题,安全性,0
lNmO6e78ptbndGFf,森 的 方向盘 确实 傻   X ， 号称 所谓 的 灵敏 ， 高架 高速 上 真的 需要 一直 微调 。 。 。 。,操控,-1
5HiSjb49o1e7VUYA,FB2.0 正在 用 ， 跑 2000 多公里 了 ， 市区 走街 高速 运动 感觉 不错 ， 噪音 低,舒适性,1
hkNTDRYOPWmUg6Xa,嗯 我 也 觉得 价格 可以 。 这 几天 很多 保险公司 一直 打电话 大多 都 是 这个 价格 贵点 4000 多点 ， 便宜 点 3800 还有 送点 东西,价格,1
sP1Nqeb0C82DRgOw,车 和 我 的 一样 ， 前 几天 卖 了 10.5 ， 把 改装 的 金 B 刹车 和 BBS 轮毂 都 拿 下来 了,安全性,0
5xB3ctyLS6sgfOMT,什么 价格 拿 下来 的   我 的 7.6 万,价格,0
V7IbnJ2Wzds6fGZo,优惠 4 - 5W 然后 加上 免费 更换 全 车 油水 可以 考虑 购买 。 否则 建议 还是 不要 贪 这个 便宜 了 。,价格,0
cQMprOv27lxbZ1Vh,16 款 的   尊贵 导航 版   现金 只 给 优惠 9000   我 河北 邯郸,配置,0
hao9B5Up4QEsfACM,这能 看得出来 吗 ？ 你 经常 发生 晃动 ？ 我 是 偶尔 会 这样 ， 不 知道 怎么 让 其他人 能 感受 到 这种 晃动 ， 晃动 的 声响 很 微弱 的 ， 而且 不 一定 一定 能 试出来,舒适性,0
3iUsvfm07upXKDn6,我 记得 不是 很 清楚 排量 了 ， 作为 中薪 价层 还是 小众车 没 那么 引人注目   ， 我 的 是 16 款 。,价格,0
rAvBTN1hj3tSLJH6,这 两款 车型 根本 没有 可比性 ， 一个 非 承载 式 车身 ， 一个 承载 式 车身 。 我 觉得 森林 人 定位 就是 城市 suv 兼顾 跑跑 轻度 烂路 ， 越野 耐 艹 是 H5 ， 公路 性能 森林 人 。,外观/操控/动力,1
dgoN4IiZw5Xh7leu,硬 ， 舒适性 降低 ， 其实 本来 舒适性 就 不 咋 地 。,舒适性,-1
fonlWtHuzhk3Pe6O,加 92 足够 了 ， 森林 人 不 挑油 。 断电 以后 电动 座椅 可以 调节,油耗,0
cdkKhmQNil7OW2vX,15 款 2.5 特 装版 ， 行驶 30000 公里 ， 第一个 10000 平均 油耗 10.2 ， 第二个 10000 公里 平均 油耗 8.8 ， 第三个 10000 公里 平均 油耗 9.0 ， 总体而言 与 B 级 轿车 相当 。 市区 10 - 12 ， 看 拥堵 程度 ， 高速 6.0 - 8.0 ， 看 速度 及 地形 ， 平原 高速 100 码 6.0 ， 山区 7.0,油耗,0
h21bAUM9xN7Iopdz,减去 我 加装 的 东西 ， 和 按揭 利息 的话 是 ， 二十六 万 六千 ， 这个 价格 算贵 的 吗,价格,0
3SnKtsjVhOEQYwe4,还是 可以 的 ， 这个 还 需要 自己 去 4S店 问问 价格 ， 在 对比 一下 ， 然后 看车 商城 的 购买 流程 ， 希望 可以 提到 自己 满意 的 车 ， http : / / club . autohome . com . cn / bbs / thread - c - 2139 - 65789395 - 1 . html 麻烦 站 用 你 一分钟 ， 打开 链接 投 一下 6 号 ， 谢谢,价格,0
xiEaQusMpZePr7m1,操控 好 的 车 比 他 越野 能力差 ， 越野 能力 好 的 比 他 操控 差 。 森林 人 基本 就是 这个 样子 。,操控,0
GLp8t9HWq6IbFy4v,这车 有 手动 模式 的 。 档杆 在 D 档时 往 左 就 换 入手 动 了 ， 当然 可以 锁定 1 档 ， 但 速度 快时 还 得 要 踩 一下 刹车 ， 长 下坡 跟 在 大车 后面 时 一定 要 用 手动 。,安全性,0
GDwBchnHrNkd7TyE,哦 ， 不会 是 发动机 吧 ， 斯巴鲁 森林 人 都 会 有 这种 情况 吗 ， 我 是 小白,动力,0
N7OkqmnzUXaFYJtA,应该 是 打开 暖风 时 空调 风机 的 声音 ， 我 的 也 有 ， 暂时 还 没有 处理 办法 ~,舒适性,0
5EbALXgIUQcWH1dB,能 上 2.5 还是 选择 2.5 呗 ， 动力 强劲 点 没什么 ， 但是 动力 弱 了 开车 的 时候 该 郁闷 了 。,动力,0
3BhjFS4gGKHPpYef,海拔 2700 米 以上 动力 差别 明显 。 因为 高原 是 涡轮 的 天下 。 城镇 红绿灯 密集 的 地方 有 涡轮 又 如何 ？,动力,0
x7azrl4SQ1qNc63o,是 的 ， 但 速度 110 以上 油耗 会 在 7 以上 且 一直 往上升 了 。,油耗,-1
FD1mqNbPKHyl2hk0,轮毂 太丑 了 。 。 。 内饰 一股 丰田 味 。 前脸 么 。 。 我 感觉 都 还是 现款 好看 。,内饰/外观,-1
lcbPsuxnAq46oWLy,你 的 消耗 ， 我 可以 百分百 确定 烧 机油 ， 不信 上 高速 开 了 2000 公里 试试 ， 特别 是 S 模式 ， 百分百 亮灯,动力,0
k8sR4l3GoOBdq2Nt,EJ255 真心 费油 ， 我 是 se ， 看 你 80 公里 巡航 竟然 也 在 8 个油 以上 ， 泪目 啊 ， 我 跑 几百公里 油耗 ， 表显 也 没 低于 9 ， 唉 ， 这 一代 2.5 t 除了 油耗 几乎 是 完美 的,油耗,-1
CHw6my9VDOX0o3dc,豪华版 得 都 是 不 带 前 脸 獠牙 的 吗,外观,0
anmbZCikBo3lvFOf,我装 了 它 的 发动机 、 后 差速器 护板 ， 没有 适合 四代 的 变速箱 护板 。 高速 跑 到 120 没有 风噪 问题 ， 主要 是 出去玩 走烂路 、 下 公路 更加 放心 一点 。,舒适性/动力,1
c97sQX4VwKO0FfzB,见 我 另外 一个 帖子 ， 有 买车 过程 ， 车子 开 的 很爽 ， 方向 轻 ， 反应 灵敏 ， 加速 不错 ， 空调 凉 。 现在 不好 的 方面 就是 起步 比较 窜 ， 刹车 软 ， 油耗 在 市区 要 13 个 ， 最 受不了 的 就是 音响 实在 实在 太 差 ， 下周 换 了 它 。 还有 隔音 差 ， 喇叭 滴滴 声 ， 太次 了 ， 感觉 就是 在 车 内响 一样 。,安全性/舒适性/动力,1
V3EigZNclntHRJy0,2.0 T 不是 不好 ， 相对来说 2.5 性价比 高些 ， 动力 2.0 T 肯定 是 比 2.5 强 。,动力,0
fuJs58MIY61rmFEU,降 的 是 报关 价 的 税率 ， 不是 终端 销售 的 价格 ， 两码事 儿 。   反正 我 听说 宝马 70 万 的 车 报关 也 就 17 万 （ 虽然 可能 不是 真的 但 估计 也 差 不了 多少 ）,价格,0
dx3TzaluHpIsUNEZ,因为 在 美国 斯巴鲁 便宜 啊 ， 性价比 高 啊 ， 不然 谁 会 买 。 除了 水平 对置 全时 四驱 和 ES ， 没有 吸引 人 的 地方 ， 渣 渣 内饰 ， 渣 渣 配置 。 但是 真的 便宜 ， 性价比 秒杀 其他 品牌 。 中国 贵 40 - 50 谁 买账 … …,配置/操控/内饰,0
MlnX9UEBeOAIkxHY,总结 的 很 准确   我 马上 四 万公里 ， 跟 你 情况 差不多 ， 包括 油耗 。,油耗,0
EvOtYls3joQpAmJ1,比 森林 人 销量 好 的 多 了 去 了 ， 看看 这张 美国市场 里 这个 级别 的 suv 销量 表吧 ， 森林 人 是 里面 起 售价 第二 低 的 （ 价格 最低 的 是 自由 侠 ） ， 即便如此 森林 人 的 销量 也 只不过 如此,价格,1
mI5enfwPzHv37qXo,欧蓝德 好 ， 宇宙 最强 ， 秒 天 秒 地 秒 空气 ， 看 价格 的话 再贵 的 车 也 没有 欧蓝德 好 ， 看 速度 的话 再 快 的 车 也 没有 欧蓝德 好 ， 看 性能 的话 再 强大 的 车 也 没有 欧蓝德 好 ， 看 越野 能力 的话 坦克 也 没有 欧蓝德 好 ， 详细情况 请 咨询 欧蓝德 区 的 车盲 。,价格/动力/配置,1
JzrKhfMcaYOG4Hu8,我 刚才 跟 4S 的 客服 妹纸 说 了 ， 她 也 很 惊讶 ， 让 我 中午 去 4S 抽掉 点 。 态度 还 不错 ， 不过 她 说 可能 是因为 发动机 润滑 没 清洗 的 关系 。 我 觉得 才 1.4 W 公里 就要 清洗 这个 玩意 了 ？,动力,0
cqW8uUefywPI7sV0,肯定 比 不过 速腾 的 ， 速腾后 悬架 断 了 也 没事 只是 会 发出 警示 性 噪音 提醒 车主 。,舒适性,0
erTG8u1ymChdvblj,想 问下 你 这 后备箱 的 灯 是 ？,空间,0
KfVNsgalPvWq3OF0,优惠 应该 在 2.5 w 以上,价格,0
2AogMCNIWXOZFeKp,转向 助力 油壶 ， 10 万公里 以内 要 更换 助力 油 的 ！,动力,0
roFU8kImxs9CynVQ,新车 ， 带不带 发动机 护板 ？,动力,0
qTeEl72IZoQNYhjL,我 就是 开 2.0 去 西藏 的 ， 全程 1.2 万公里 ， 没换 过 机油 ， 啥事 都 没 ， 动力 高原 爬坡 自然 吸气 没 涡轮 的 好 ， 要 不 2.0 ， 要 不 2.0 t ， 不要 买 2.5,动力,0
YZ26X37A81yqdjS9,xv 森林 人 都 能 上 ， 感兴趣 的 私信 我 价格 ！,价格,0
WZKCyh3kaOXA6qnV,内饰 照片 上传 一下 ， 6 速 手动 ， 开 起来 真 舒服 啊 。,动力,1
sxM175cuWY6QVrqD,朋友 ， 找到 原因 了 吗 ？ 前两天 清洗 了 空气 流量计 和 节气门 。 忘记 断电 了 ！ 今 早上 ， 断 了 下 电 之后 ， 油耗 飙升 。 十多公里 的 路程 ， 油耗 最低 13.4 。 而且 ， 情况 跟 你 一样 的 ， 挂 D 档 不 加油 不 走 ， 方向 重,油耗/动力,0
klCe6fAqr7JQIRt1,冬季 东北 零下 二十度 ， 城区 油耗 15 的 飘过,油耗,0
ky8NHXigKMqapn7L,恭喜 恭喜 ， 裸车 多少 ？ 落地 多少 ？ 有无 优惠 ？,价格,0
e50OUExuPZyLHz1R,途虎 买 动力 侠 可以 买 到 日本 进口 的,动力,0
BbLcRq2OAf6F3Tza,我 就是 07 款 二代 姥姥 森 11 年 多 了 ， ej20 的 发动机 不 也 是 水平 对置 的 ？,动力,0
8M3Xt1ubNUdvQsF7,我 去 ， 最近 补充 机油 后 ， 500km 消耗 了 1cm ， 有点 受不了 了 。,动力,-1
I1lbmFQTYCZxNJ5D,全时 四驱 不仅 体现 在 雨雪 恶劣 天气 下 的 路况 通过 表现 ， 同时 也 是 日常 驾驶 良好 的 抓 地力 等 主动 安全 的 保证 ， 底盘 表现 秒杀 同价位 其他 车系 品牌 说 得 一点 也 不为过 。 真心 希望 关注 喜欢 它 的 人 多多 去 4s店 去 试驾 一番 ， 它 的确 名符其实 。,安全性,0
FURQDu3atlyG2P7f,我 的 也 会 ， 重起会 熄火 。 在 重启 就 发动机 转速 低 ，     在 重起 才 正常 ，     好像 是 停车 了 车内 空调 没 关 耗电 问题 。 关 了 空调 启动 就 不会 。   电池 博士 的     看 电池 显示 蓝灯   健康 状态 。,动力/舒适性/操控,-1
fJnBFKaP0ZiWy5Nv,我 16 万后 用 40 的 机油 了 ， FB20 发动机,动力,0
kG1tITviwqzc0bHn,优越 的 安全性 及 便利性 配置 ， 要是 价格 再 低 一点 的话 ， 诸多 人性 配置 ， 真 让 我 心动,配置/安全性/价格,0
rqCXELVFPQN02fak,也 打算 买 一台 2.5 ， 但 现在 纠结 三点 ： 1 、 16 款 的 即将 面临 换代 ； 2 、 同样 担心 烧 机油 ； 3 、 车子 今后 开 的 时间 长 了 ， 易损 配件 价格 高 ， 不太好 转手 。,价格,-1
w0hAsE95pjTbO4mq,米其林 哪 一款 忘记 了 ， 主打 静音,舒适性,1
3qc8BHaXmeAogx51,还有 四个 车门 开到 路 不好 的 地方 咯吱咯吱 响 ， 天窗 也 漏水 一次,舒适性,-1
JqFT30iLNzrUZPIO,如果 是 原版 途观 还 算 马马虎虎 ， 国产 拉皮 途观 还是 算了吧 。 中国 汽车 工业 历史 上 唯一 一例 新车 发布 试驾会 烧死 生产厂家 老总 级 高管 的 奇葩 ， 从 娘胎 里 带来 专烧 机油 漏 机油 的 EA888 发动机 、 专坑 中国 人 的 双 离合 变速箱 。,动力,-1
Gq01pn6k2fgLjNJm,不 关心 油耗 ， 只在乎 开得爽,油耗,0
zRxfWY9X8bnvHdj2,问题 不 大 ， 几百米 没事 的 ， 以后 注意 避免 这种 情况 吧 ； 不 放心 的话 可以 检查一下 后 刹车盘 ， 看 有没有 异常 磨损 的 环形 凹槽 或者 明显 变色 了 。,安全性,0
UAj2t1QPXKOfvC6c,外观 显得 低 而已 ， 进气口 高度 全系列 一样 的 。,外观,1
pQrDnYf5Wvo2y08C,我 在 4s店 看 有 两块   底盘 护板   铝合金 那个   750 一块,操控,0
X6VhCqfO8wmspPaY,虎子   底盘 隔音 好   其他 一个 鸟样 ！ 开 起来 森贼,操控,1
5eLgkz9RhjGnPAB3,2.0 完全 够用 了 140 之内 还 可以 爬坡 除外 ， 140 之后 加速 就 不要 指望 有 什么 好 的 表现 ， 除了 慢 还是 慢 我 最高 跑 过 180 ， 2.0 森林 人 加速 还 没有 我 以前 的 锋范爽,动力,0
O1fuTCg7DqtFGJcj,奇骏 没 Eyesight ， 视野 差 ， 味道 大 ， 但是 便宜 啊 ， 特别 是 保养 维修 ， 估计 比 森林 人少 1 / 3 。 油耗 堵车 可能 相差 不 大 。 日产 的 的 CVT 变速箱 起步 顺滑 ， 有种 佛系 的 感觉 。,油耗/舒适性/动力,1
g6U1fBPsRtSuZN79,应该 换 了 ， 上 面积 炭 明显 ， 可能 发动机 里面 应该 也 有 ， 建议 加油 时用 除 积炭 的 添加剂 。,油耗,0
HFv0Wb6EUalAt52c,呵呵 ， suv 论 操控 都 tm 是 扯淡 ， 反正 我 没觉 出 操控 有 多 好 ， 连 我 的 筷子 悬挂 的 凯美瑞 都 不如,操控,0
r2afZh6vtmRxuHzd,SE 的 钢圈 可以 过 WRX 的 刹车 卡钳 ， 没 问题 的 ， 我 改过 ， 看看 图片 给 你 ， 不用 加 垫片 ！,安全性,0
dLRJZFgTqm0Yaup2,说明书 上面 说 ， 变速箱 油 温度 过高 。 难不成 油 不行 了 ！ 变速箱 油 买回来 一个多月 了 ， 还 没 去 换 。 这个 礼拜 把 它 换掉 ， 试试看,动力,0
XceENyQ7rlodbHiJ,除非 你 在 维修 间 看 他 全程 开封 给 你 换 ， 要不然 不 知道 给 你 换 的 啥 玩意 ， 太累心 ， 要是 能 买 到 正规 机油 ， 还是 出来 保吧 。 质保 期内 加啥 都 开不坏 ， 但是 长远 看 ， 4 儿子 真是 不行,动力,0
t7mj2pkNgznJ0HfW,看 了 很多 车 ， 还是 选 了 森林 人 ， 个人 认为 这个 价位 里 最 稀饭 的 一辆车 了 ， 被 异响 中 控大屏 黑屏 密封 噪音 困扰 过 ， 但是 开 起来 舒服 ， 不错 的 操控 ， 无敌 的 视线 ， 相对 另类 少数 的 车标 ， 还有 个 原装 进口 的 小 光环 ， 蛮 好,配置/舒适性/操控,1
uKHVFlAwIaLQXyE3,我 也 快 提车 ， 习惯 用 KLD ， 楼主 方便 发 导航 卡 链接 吗 ？ 谢谢,配置,0
dDOqFkwZN72GL9mj,漂亮 ， 喜欢 这种 ， 不显 的 笨 ， 又 很 结实 ， 还 很 有 性能 范儿 ！,操控/动力,1
F4aSijn5QhGvfJVH,我 倒 没 觉得 3ST 有 多 静音 ， 高频 胎噪 很 低 ， 反而 那种 咕噜咕噜 的 低频 声 显得 很 不 舒服 ， 有利有弊 ， 操控性 是 好 了 ， 但 也 不敢 跑 烂 路 了 随便 造 了 。 我 觉得 还是 原 车胎 好,舒适性/操控,0
MwpUkB7HDOjTg8zY,恭喜 提车 ~ ~ 价格 优惠 挺大,价格,1
U6EDNZbxFncYClI2,只要 是 四个 轮子 随时 都 在 转动 ， 不 就是 全时 四驱 ， 而且 扭矩 分配 60 : 40 已经 很强 了 ， 大众 mqb 平台 95 : 5 的 扭矩 都 能算 全时 四驱 ， 斯巴鲁 纵置 引擎 全 对称 四驱强 的 一匹,操控,1
IeKYQdgxXrUOs7nB,不 急 的话 ， 等 新款 森林 人 ， XV 胜 在 新 平台 ， 空间 小 ； 我家 森林 人 是 老婆 选 的 ， 她 觉得 除了 一家 三口 可以 用 ， 也 有 扩展 空间 ， 出去 旅行 后备箱 也 大 ， 宽大 的 空间 对 驾驶 和 乘坐 的 舒适性 还是 有 实质性 的 提高 。,空间/舒适性,0
x91BTQWthXgOqGRc,这 2 款 都 还好 吧 ， 个人感觉 还是 现代 新 ix35 好 一点 。 外观 比较 合 我 眼缘 吧 ， 时尚 大气 ， 而且 整体 的 空间 真的 是 相当 的 可以 的 ， 后排 轻轻松松 坐下 三个 人 没有 一点 问题 。 还有 操控 方面 也 是 比较 轻快 的 。 配置 也 不差 。,外观/配置/空间/操控,1
3PEvA7iJCN8cnhUx,同样 情况 ， 要 抬 发动机 ， 花费 4 千多 。 结果 方向盘 装偏 了 ， 调整 了 十多次 才 调好 。,动力/操控,-1
F0Dj6GdPa35wshK1,我 最近 想 入手 ， 但 珠海 价格 坚挺 ！,价格,-1
5bq6M7uVnX3hLUFm,刚 出现 ， 25000 保养 完 出现 的 ， 高速行驶 的 时候 有 这种 声音,舒适性,0
maIArbikCuKyXPBR,烧 汽油 还好 把 ， 我 2.5 T 平时 市区 大概 12 - 12.6 左右 ， 高速 120 码定速 9.2 左右 。 机油 的话 在 市区 跑 还好 ， 5000 公里 消耗 一升 。 高速 比较 耗 机油 ， 大概 三千 公里 一升 。 不过 这 车皮 实 ， 越开 越 喜欢 ， 搞 的 我 都 没有 换车 的 打算 。 幸亏 当年 没 听 老婆 的 买 那个 移动 火葬场 的 途观 。,动力/油耗,0
XsMqHSkravjTRi9F,前差 加油 口 ， 在 副驾驶 位置 这边 在 排气管 上面 ，   主 驾驶 那边 是 变速箱 加油 口 ，   这 两个 不要 搞错 就 好 了 。,油耗,0
5OqVzA83NW72GKt6,买 s3 主要 是因为 价格 相对 便宜 ， 加速 和 内饰 好点 ， 我留 着 se 的话 s3 可能 会 让给 家人 开 了,动力/内饰/价格,1
gl8bGAsy7ItDJCLW,如果 不 考虑 价格 ， 俺会 首选 虎子,价格,-1
viVYoDFLqmXRzWPn,实在 没有 的话 我 就 用 2.5 T 改色 了 ！ 动力 也 差 不太多 ， 就是 座椅 没法 弄 了,动力/内饰,-1
8KCjZhOH6TVI42X0,一分钱 一分货 ， 你 可以 去 看看 淘宝 日本 原厂 代购 多 出来 的 配件 的 价格 ， 顶配 不 后悔 ， 放心 买 吧 。,价格,1
cgzd1FDTSiwWs2I3,给 你 解决 半个 问题 ， 在 尾箱 锁扣 上 缠 上点 胶布 ， 有点 就行了 ， 解决 尾 箱门 响 ， 前门 响 没 遇见 过,舒适性,0
MVY6h4izC3un5jUm,就是 不 知道 加速 到 2000 后 声音 是不是 跟 这 一样 大 ， 后天 去 提车 ， 心里 没底 啊,动力,-1
HuY0KhziUpVryejn,不 知道 我 被 骗 了 还是 咋 的 ， 这 专修 店 应该 不会 烧 我 的 ， 森林 人 的 汽油 滤芯 是 内置 的 ， 300 多 一个 还 没算 工时费 呢 。 我装 的 都 是 原厂 的 ， 所以 贵 ， 也 有 很 过小厂 的 机滤   空滤   空调 滤   几十元 一个 ， 但是 原厂 都 是 100 - 200 的 ， 其实 空滤 空调 滤 可以 用小厂 ， 但是 机滤 和 汽滤 还是 用 原厂 好些 哈 ， 不然 渗油 就 麻烦 了,舒适性,0
GHoz6lknY0y14qVf,壳牌 很 好 ， 我 现在 就 用 0w20 极净 超凡 ， 噪音 确实 小 ， 而且 油耗 更 低 了,舒适性/油耗,1
CIrGL8KgYs946NFk,价格 一样 肯定 选 森林 人 ， 问题 是 ， 价格 价格 价格,价格,0
2D3NQWmnxYJScBF5,哎 ， 选择 综合症 ， 2.0 的 觉得 配置 不好 ， 2.5 怕 烧 机油 ， 又 想 鹰眼 出来 再 买 。 。 。,配置,0
bTG97v0JRZfu4ad3,最 关心 的 价格 呢 ？ 如果 可以 ， 说 说 哪 买 的 。,价格,0
OlafcKBWRnJbYEiZ,你 拿 非官方 的 配置 表去 打官司 。 。 。 。 。 我 挺 佩服 你,配置,-1
ErI9Mm0JYu6zxitw,官降 前 的 价格 优惠 大概 3 万 ， 越贵 优惠 越 多 ， 就是 楼主 这个 表,价格,0
uPtSQjZ5efCnHly4,我开 人家 的 CRV     XRV 怎么 都 没 听见 这种 声音,舒适性,0
vglNMEq5z6724heS,这个 价格 还 可以 扣 一个 ， 你 看看 还 送 不 送 其他 的 小 礼品 啊 什么 的 。 ， ， ， ，,价格,0
zlYhDgFjEuKkQxyH,空调 随便 你 怎么 吹 ， 屁股 和 内心 都 是 热 的 ， 还凉 不 下来,舒适性,0
ePgIVnTxqEXO8loF,清过 了 ， 高速 6.8 ， 市区 不 塞车 情况 下 8.4,油耗,0
LI3dUNTuRqhEVmSs,你 装 森林 人 专用 的 不 影响 发动机 下沉 ， 2.0 T 的 原装 就是 钢板 好不好 ， 要 有 影响 肯定 不能 上 的,动力,0
M569iZRE8FOlqSXv,4s店 里面 有 配件 ， 汇利堡 多功能 显示器 ， 装在 方向盘 左边 空调 出风口 下面 ， 完美 替换 原车饰 板 ， 那个 东西 不错 ， 可以 考虑 装 一个 ， 价格 我 记得 700 左右包 安装,配置,0
p3EWJgZs9VURXdxB,对 啊 ， 座椅 不好 调 舒服 ， 中控 接受 不了 ， 最终 上 了 傲虎 ， 空间 倒 是 觉得 森 足够 了 ！,空间/配置/内饰,0
JzncRDmy8dM1vVjK,这个 价格 买 这个 车 不划算,价格,-1
T01ntCwOIq8kueHL,我 也 想 知道 斯巴鲁 出 了 新 变速箱 吗 ？,动力,0
