content_id,content,subject,sentiment_value
UdvMY3Alu01omsfh,6 万 就 换 刹车 碟 ， 感觉 被 忽悠 了 ， 我 经常 爆 踩 爆刹 ， 一对 前 碟 （ DIXCEL 的 ） 也 可以 用到 最少 10 万公里 才 到 极限 。,操控,0
GBfVqpLQP0m38M1r,如果 向 你 说 的 老款 2.0 只 优惠 七千 那么 还是 等 新款 吧 ， 新款 配置 七千 绝对 划的来 ， 我 四月份 买 的 都 优惠 一万五 ～,价格/配置,0
Fz3Y86VtdaXQ2TGy,喜欢 森林 人 的 外观 ， 感觉 线条 比较 流畅 ， 大气,外观,1
tyWcbC5LZe8hMgHA,做个 油 电路 大 保养 ， 用 0W20 机油 ， AA160 机格 。 清洗 进气 和 缸体 积炭 。 最后 做 电脑 学习,动力,0
KrsfHzyxDmBa3uv0,不是 啊 ， 很多 人 都 知道 ， 车子 出厂价 加上 利润 税金 运费 出口 等等 乱七八糟 的 钱 行程 离岸价 ， 到 了 中国 ， 离岸价 加上 运费 进口税 什么 乱七八糟 的 费用 落地 进去 庞大 手中 ， 形成 抵岸价 ， 庞大 加上 运费 利润 相关 费用 ， 车子 到达 4s店 ， 店里 加 利润 费用 员工工资 提成 等 运营 费用 形成 最终 的 价格 是 我们 买车 的 价格 。 从 出厂价 到 4s 价 ， 所有 的 费用 都 是 我们 消费者 摊销 了 ， 你 说 说 要 加多少 钱 。,价格,0
xMIoFRHltcWqdNP6,我试 驾过 老途观 ， 底盘 不是 森林 人 能比 的 了 的 ， 全球 途观 的 销量 都 排 的 比 森林 人高 的 多 的 多 ， 你 觉得 森林 人好 ， 但 大部分 人 还是 觉得 途观 好,操控,-1
I3jhTfVRN6xtFPOy,方向盘 按键 只能 接通 或 挂断 ， 中控 屏上 可以 拨打 ， 不过 查找 联系人 非常 不 方便 。 在 联系人 界面 不能 通过 方向盘 按键 操作 。,配置/操控,0
0CkuYwfs6dQMrVWR,我 最怕   拆 塑料 防水 防尘 膜   因为 那个 塑料膜   拆 下 之后   再也 没有 原来 那么 好看 了,外观,0
0YDRfS4XWuNAIoka,按 说明书 用 OW20 的 合成 油 ， 不必 增加 粘度 ， 因为 你 当地 气温 再 高 也 不会 有 发动机 温度 高 ， 只要 车不烧 机油 就行了,动力,0
UXgH4CEu0bkAIZqV,驾驶 体验 ， 油耗 ， 四驱 能力 ， 价格 ， 品质 ， 空间 ， 配置 ， 眼缘 等 很多 因素 ， 都 是 选车 的 参考 依据 ， 但 每个 人 的 侧重点 不 一样 ， 所以 没有 最好 ， 只有 最 适合,油耗/空间/价格/动力/配置,0
21o7GFWkgfaVs0jd,4 万公里 换 的 ， 按 说明书 来 ， 厂家 编 的 ， 不是 4s 张口 说 的 ， 换 就 换 吧 。   的确 很 清澈 ， 但 这 只是 肉眼 看 的 。 机油 都 知道 要换 ， 是 清洗 作用 ， 这 变速箱 油 都 用 了 4 万公里 了 。,动力,0
Ufv6VpyNaGnShzlJ,2.0 时尚 ， 四川 这 段时间 温度 最低 - 1 ， 基本 上下班 用 ， 现在 均速 18 ， 表显 油耗 9.2,油耗,0
RlhLvdkgCp0fwsEN,森林 人 唯一 不能 满足 的 就是 舒适性,舒适性,-1
bIY9uRGrFlBWh7xs,企业 能 做到 最 良心 的 办法 就是 给 车主 发动机 召回 ， 不过 就算 这样 ， 车主 也 不会 答应 ， 神钢 造假 十年 ， 雷克萨斯 质量 排行榜 依旧 高高挂起 ， 斯巴鲁 的 口碑 车主 自己 懂 都 懂,动力,-1
CUEuft4DkZrSWQA1,主要 是 现在 加油站 的 油品 质量 大多 不好 ， 标号 都 略有 下降 。 尤其 在 高速 上 ， 建议 加 95 # ！,油耗,0
q1s0vZIWwi7TP8mM,机油 加多 了 吧 ？ 正常 的 是 加 4.8 l ， 我纯 市区 8.8 的 油耗,油耗,0
YDwOHJXWgB1Gnq0x,SE   2.5 T 的 是 EJ   ， 不是 FB 发动机 ，,动力,0
qrBxS1PIjGkDfzLu,都 是 喜欢 2.5 大排量 ， 主要 怕 烧 机油 ， 只能 选 2.0 的 了,动力,-1
6GXPYLv0ibIlStm1,发现 傲虎 后排 座椅 的 包裹 性 设计 ， 比 森林 人好 那么 一点点,内饰,-1
1zmvGy0JUxoXPk2Z,森林 人 09 款 2.0 ， 基本上 和 你 一样 ， 今天 到 4S店 检查 不 出来 ， 说 有 可能 空调 温控器 出 问题 。,舒适性,0
Rv8mUPVH3zx52qj7,海蜡 ， 放心 吧 。 找个 机会 洗掉 就行 ， 要 不 时间 长 了 沾 的 土 都 变成 泥 了 呼 在 上面 不好 洗 ， 还 影响 发动机 散热 。,外观,0
25wKBsbhIQaZxLuH,非常感谢 朋友 ， 那 你 现在 保养 用 什么 机油 机滤 呢 ， 还有 空气 滤 空调 滤芯 你 用 原厂 的 吗,舒适性,0
kc8MUGnoBLjflyhQ,挺快 的 啊 ， 虽然 家里 人口 多 ， 平常 上下班 也 都 是 一个 人开 ， 后排 座椅 好像 没 加热 吧 ， 制冷 效果 可以 了,舒适性,1
foerLRzKijbcuJW6,我 去 ， 这 两万多 不 见面 啊 ！ 你 牛 ， 你 先开 出去 拉风 。 要是 我 两万多 ， 还是 先改 中控 和 音响 ， 毕竟 ， 这个 我 天天 看 天天 听 。,舒适性,0
sJnFO8dMcKefVurx,xv ， 新 平台 ， 车子 小 城市 里 钻来 钻 去 安逸 的 很 ， 停车 也 更 方便 ， 当然 更 重视 空间 或者 要 2.5 只能 森林 人 了,空间,0
oCHUfOBmswnh3Z76,我 16 款 2.5 ， 换过 2 次 5w - 30 （ 德国 的 马驰宝 ） ， 都 是 4s 建议 下换 的 ， 感觉 夏季 使用 还 可以 ， 但 冬季 感觉 发动机 声音 变 大 ， 油耗 并 没有 怎么 增加 ， 准备 下次 保养 换回 0 - 20 .,油耗/动力,0
xYl40DeuzEJLivrW,哈哈 ， 我 是 豪华版 ， 没有 獠牙,外观,0
OckwId6YR5XZKHiV,应该 是 后备箱 工具箱 上面 那层 泡 膜 间隙 摩擦 导致 发出 的 声音,舒适性,-1
KOaHlNLX80YZfc4e,什么 路况 ？ 你 指 的 是 导航 软件 ? 这是 安卓 系统 ， 导航 还 不是 随便 装 啊 就算 是 WINCE 系统 装个 导航 软件 也 不是 难事,配置,0
0v5nV1pgA2qJi6EQ,不过 way3 低压 区 比较 靠 下 ， 应该 会 升力 减少 ， 你 装 了 顶部 扰流板 之后 ， 直接 用 way3 贴法 吧 。 论文 名字 搜索 流动 控制 在 汽车 空气 动力学 中 的 应用 。 祝 你 也 能 感受 到 我 1.8 自然 吸气 发动机 在 140 时速 ( 表速 150 ） 时 只 需要 2600 转 的 感觉 ， 而且 我 估计 很快 我会 整成 160 表速 对应 2700 转,动力,0
1jGfoqJObHvxNlhQ,森林 人 这款 CVT 变速箱 采用 的 是 链条 传动 ， 无论 传动 效率 和 动力 响应 ， 抗 打滑 性能 （ 承受 高 扭矩 ） 都 要 明显 优于 钢带 传动 CVT 变速箱 ， 缺点 是 制造 成本 和 噪音 要 高于 钢带 CVT 。 这种 噪音 类似 一种 啸 叫声 ， 在 安静 的 环境 和 低速 行驶 才能 听 得到 ， 嘈杂 的 环境 和 高速行驶 会 被 其它 噪音 所 掩盖 ， 忽略不计 。,操控/舒适性,0
sc7Zg02LVv4nJPxQ,改 了 有 啥 用 ？ 锻造 发动机 ？,动力,0
8fGB1LDzi4RYjAu3,2.0 基本上 这个 优惠价格 是 行情 价 。,价格,0
C3zrtYdsERwmvnfP,行驶 半小时 后 再 原地 怠速 十分钟 看看 基友会 不会 过百 ， 还有 一个 办法 ， 行驶 半小时 后 ， 找 一条 车少 的 小路 ， 反复 轻点 油门 和 刹车 ， 油门 下去 时速 保持 在 15 公里 ， 5 - 10 米 一脚 刹车 ， 反复 这么 操作 模拟 堵车 路段 ， 看看 机油 温度 过 不过 百 ， 路况 好 的 情况 下 ， 气温 10 度 以内 ， 即便 没有 机油 冷 ， 我 连 机油 温度 到 90 都 不 容易 到,安全性,0
qzsjuX59va7hKyBL,今天 在 路边 看见 一台 现款 森林 人 ， 给 我 感觉 就是 显小 ， 单薄 ， 丑陋 ， 外观 没有 丝毫 质感 ！,外观/空间,-1
hElfMXsqVPS2DBbA,尼桑 的 车 舒适性 一等一 没得说 ， 就是 发动机 变速箱 调教 的 难受 ， 冠道 2.0 t 那套 动力 总成 真的 不错 ， 而且 舒适性 兼具 。 不过 加价 确实 让 消费者 心里 不爽 ， 但是 你 要 知道 森林 人 等于 也 是 加价 ， 按 自己 需求 选择 最好 。,舒适性/动力,0
9zw0F65LSClvUXxJ,2.5 的 动力 优于 2.0 一些 ， 油耗 如果 城市 开 可能 差异化 不 大 ， 但 高速 上 或 满载 的 情况 下 ， 2.5 的 优势 就 显现出来 了 ， 油耗 不见得 比 2.0 高 ， 甚至 还 低 ， 大 马拉 小车 和 小马拉 大车 的 道理 大家 都 懂 。   烧 机油 这个 事情 厂家 一直 强调 改善 、 优化 了 ， 消费者 一直 有人 喊 烧 机油 ， 这个 不好 评定 ， 我 2.5 ， 近 9 万公里 ， 三年 多 了 ， 没 烧 。,动力/油耗,0
SXLUPN1R5WlFGHOt,那 声音   真的 是   感觉 音响 开再 大 声音 都 盖 不住 ！ 难受,舒适性,-1
2wXBI9EQl3Lsia1Y,给 楼主 一套 曼牌 的 三滤 吧 ， 机滤 W6019 ， 空气 滤 C2201 ， 空调 滤 CU22004 ， 森林 人能 用 ！,舒适性,0
aDL3IzPOlRG19jkF,RAV42.5 ， 比奇 骏 后排 空间 大 ， 操控 比奇 骏好,空间/操控,1
HxWd46Xrbfe1yKZk,是不是 什么 东西 卡到 皮带 里面 异常 磨损 ？ 装 好 发动机 护板 还是 有用 的,动力,1
QhB9nAuFgH3P6yEr,正品 。 刹车片 软 。 跑 完换 别的 品牌 的 就 不响 了 。,安全性,0
IgSHklnJTwqO9Ri8,开 过 小排量 的 车 的 人 都 知道 ， 开 空调 开车 和 不开 空调 开车 动力 表现 可以 差 非常 远 ！   空调 说白了 就是 发电机 的 电 而已 ， 开 空调 导致 发电机 需要 全力 工作 ， 因而 可以 吃 到 发动机 十几 二十匹 马力 是 很 正常 的 事情 ！   所以 现在 有 很多 车 设计 成深 踩油门 ， 行车 电脑 会 停掉 发电机 保证车辆 的 动力 输出 ！   所以 深 踩 的 时候 后 电压 会 掉下来 ， 因为 发电机 停 了 ， 原因 就 这么 简单 … … 根本 不能 算 问题 … …,动力/舒适性,0
AoukFipdHxZyNlQJ,说 的 很 对 ， 合资 SUV 周围 已经 买 的 很多 了 ， 再 跟风 觉得 这钱花 的 没多大 意思 。 宝马 奔驰 路上 太多太多 ， 视觉 疲劳 了 ， 唯有 小众车 才能 让 人 眼前一亮 ， 当然 要 质量 性能 品牌 都 不错 的 小众 才 行 。,动力,0
8imR4tP1Tfb9hJrO,动力 比 4s店 换 的 还是 强 很多 的,动力,1
wdg1KOSMFa9X02Co,那 机油 能 退后 换油 周期 但是 机滤 估计 难以 撑 到 吧 ？,动力,0
F26kc1sIDA0X9uM4,还是 新 的 好 ， 万一 加 了 后排 出风口 了 呢,空间,0
Zm86sPHqpy2gn5aU,座椅 下面 有个 位置 开关 ， 找 4S 调 一下 就 可以 了,内饰,0
riKpaYhUDuBfE3mt,建议 你 要 买 2.5 的 不如 买傲 虎 ， 要 真 想要 suv2.5 的 价格 别的 牌子 选择 挺 多 的,价格,0
DdTtmunN9s7Xo0eM,我 2.5 都 嫌 肉 .... 你 觉得 2.0 可以 否 ？   如果 能 上 涡轮 那 再好不过 了 ， 实话实说 ， 2.5 的 机头 加速 感真 不如 大众 1.8 t 的 迅猛,动力,0
7FcGN98H1WXK2rQz,10 款 的 很少 烧 机油 吧 ， 跟 你 同款 。 不烧 。,动力,0
oZITrHpdSln9JKqt,18 森林 人 2.0 有无 优惠 （ 大礼包 ） ？ 准备 订车,价格,0
yqghNS3KWxVJPBMm,高 海拔 地区 动力性 有 一些 下降 ， 坡道 或者 弯道 出湾 提前 切 手动 模式 ， 保持 发动机 转速 ！ 这样 动力 相对 足 ！ 本来 山路 多弯 ， 弯道 时常 减速 ， 等 速度 降下来 转速 也 下降 ， 这个 时候 出湾 或者 本来 就 在 爬坡 ， 转速 低 动力 肯定 不足 ！,动力,0
upLn9YarBK3qEmDo,2.5 比 2.0 更 容易 烧 机油 吗,动力,0
GoA3divuIp59hw7S,请教 个 09 款年 的 2.5 的 大概 多少 钱 豪华 导航 版,配置,0
UML73uyNm18hrJ0j,嗯 ， 科雷傲 136 千瓦 是 发动机 功率 ， 净 功率 和 森林 人 一样 ， 也 是 126,动力,0
83rfEAMwJ0T6bkcq,我换 了 电装 的 ， 4S 给 装好 了 ， 声音 不错,舒适性,1
MdQeWYgr3GylNxRq,很 正常 ， 基本 都 烧 机油 ， 你 这个 算烧 得 晚 了 ， 我 是 五万 开始 烧,动力,0
4QbHucA0d5sEzUow,楼主 你好 ， 如果 生活 在 东北 道路 经常 使用 融雪剂 或者 是 海边 城市 空气 中 盐分 较大 的话 ， 可以 选择 喷涂 底盘 装甲 三 m 的 就 不错 ， 其他 城市 没有 必要 ， 望 你 采纳,外观,0
bzhBle8I7YfoQa2L,我 的 是 台湾 ZARDO 中六 刹车 可以 避开 ， 其他 的 不 清楚 了 。,安全性,0
qF5L23RvAXMCWuy8,怎么 不上 BBS   RG - R 呢 ？   看看 还是 BBS   RG - R 好看 。,外观,0
1FhQJqmYgXEIDUjw,点个 赞 ， 斯巴鲁 确实 好车 ， 你 在 路上 闪躲 都 比开 其他 车 信心 足 。 当然 了 ， 豪华 品牌 操控性 好 的 车 也 有 ， 比如 宝马 保时捷 ， 但是 没开 过 ， 没法 做 对比 。,操控,0
BPy90qGem8E4t5sC,楼主 和 我 想 的 一样 ， 担心 斯巴鲁 后期 维修 贵 ， 不过 我 对 crv 没 兴趣 ， 听 一些 人 反映 说 刹车 系统 有 问题 ， 所以 我 关注 了 奇骏 和 rav4 ， 奇骏 好像 不错 ， 性价比 高 ， 维修 配件 也 不贵 。,安全性,0
RnagpV029usCtrAZ,正常 ， 市区 拥堵 最费 刹车,操控,-1
TysXgJrIz1paw3d7,底盘 松散 只要 换 一套 底盘 胶套 就 可以 了 ， 方向盘 抖动 要是 怠速 抖动 就是 积碳 严重 ， 清洗 节气门 和 进气道 还有 三元催化 ， 如果 是 高速 踩 刹车 抖 ， 就 把 刹车盘 光盘 就行了 。,操控/安全性,0
lsMktgZyBDUfbowu,安全 大于 一切 ， 出远门 前 一定 要 检查 车子 ， 主要 有 全车 油水 ， 轮胎 ， 刹车 系统 等 。,安全性,1
TU16OjFQZAl54haK,急 踩 刹车 发动机 的 供油 会 迅速 减少 至 最低水平 ， 也 就 维持 不 熄火 吧 ， 在 这个 过程 ， 发动机 转速 会 快速 下降 ， 通过 变速器 “ 拖累 ” 车子 的 行动 ， 这个 作用力 是 很大 的 ， 如果 挂 空挡 刹车 ， 只靠 刹车盘 片 的 作用 ， 是 不 可靠 、 不 安全 的 。,动力/安全性,0
mIrEVO5XYPABiRlJ,手动挡 路过   只 踩 刹车 影响 转向   前 轮轴 荷太大 推头 得 厉害   补油 降档 四个 轮子 制 动力 一致   那种 敏捷 感 你们 开 cvt 永远 不会 明白,安全性,0
jF6Ky1wL5vecSMdX,关键 是 国产 后 ， 很多 配件 都 换 国产 件 了 ， 各种 外 包 生产 ， 成本 肯定 低 不少 ， 有些 合资 车 的 国产化率 都 达 百分之 到 九十多 了 。 那么 至少 售价 应该 与 海外版 靠拢 ， 海外 18 万 么 ， 你 合资 弄个 20 万买 到 同样 配置 ， 可能 心里 都 不见得 舒服 ， 毕竟 国内 材料 供应商 这方面 真的 是 不好 说 ， 比如 隔音棉 、 底盘 部件 之类 的 。 但 实际上 价格 差 这么 大 ， 里面 到底 是 咋 回事 不好 说 ， 希望 这回 别管 自主 合资 进口 了 ， 车企 都 让 让利 最好 了,价格,0
ZSFE9z4DC3UIRsVd,兄弟 是 自带 机油 四 儿子 还是 外面 店 ？   新日石 的 SUSITINA 么 ？,动力,0
Eo8TIwmxj2nXUg30,我 的 14 款 毛病 不少 ， 发动机 漏 机油 已经 索赔 了 。,动力,-1
xQ1h7qnagbjWiB4o,你 这样 操作 ， 油耗 很 经济 ， 确实 很 值得 借鉴 !,油耗,1
RgrwUdV6cuML5Kfk,仔细 看 了 楼主 的 图片 ， 请问 下 ， 好帮手 导航 机 是不是 在 原来 的 线束 基础 上加 了 一个 转接头 ？ 如果 换回 原装机 头 ， 是不是 可以 无损 地 改回去 ？ 谢谢 ！,配置,-1
nGf7ZusCcVlOW6QE,lz 说 的 视乎 是 舒适性 。,舒适性,0
4OzuYK6dphFINH1U,后备箱 太小 ， 底盘 不够 高 ， 没有 xm 功能 ( 我 当时 没有 ),空间/操控,-1
1bvzrL3CJ5IfAyGq,维修 小贵 ， 保养 一般 得 看 你 舍得 用 啥 油 ， 油耗 长途 7 、 8 个 ， 纯 市区 看 你 激情 不 ， 一般 12 左右,油耗,0
2n6lwIEWhDSJzrPf,变速箱 油用 循环 机换 的话   什么 品牌 都 可以 ， 用非 原厂 变速箱 油 更换 的话 用量 一定 要 多 ， 最低 13L 吧 ， 换得 彻底 ， 以免 两种 油液 混合 提前 变质 。,动力,0
fiIdGVE3JWpZ9KFN,我 最近 用自 拍杆 在 底盘 下 是 拍 过 一些 局部 照片 的 ， 其中 我 拍 到 了 一张 有 渗油 嫌疑 的 图片 ， 等 过段时间 有 时间 去 四 儿子 的 时候 升 起来 检查一下,操控,-1
4hJzowdYv5SmaZGn,需要 什么 ？ 轮毂 刹车 ， 联系 我,安全性,0
4K3prqaLn1t7E89S,逐渐 坚定 我换 导航 的 决心 了,配置,0
0h3NWaoRZMzXH6G8,所以 说 ， 官方 没 公布 前 什么 都 有 可能 是 不 真的 。 再说 了 ， 谁 说 降个 三四万 的 ， 你试 着 去 他 旗下 的 店面 去 买 ， 看 是不是 真的 给 这个 价格 。 真是 打脸,价格,0
TdVyeUEf0xbBmjko,这个 是不是 通病 ， 我 的 车 貌似 也 有 这个 声音 ， 一开 空调 就 比较 明显,舒适性,0
lysbB7uX5ihd2CRf,您 说 的 是 空调 不 制冷 吗 ？ 电磁阀 干嘛 的 ？ 能 不能 说 得 详细 些 ？,舒适性,0
rf7LptKzV3PScZNb,应该 不是 海蜡 ， 提车 时 洗 了 ， 第二次 保养 自费 又 洗 了 一次 发动机 外面 。,动力,0
WKv3X2AwhniOo9ze,说 是 29 号 到 的 车 ， 价格 28 万多 ， 一分 优惠 也 没有 。 导航 和 16 款 一模一样 。,价格,0
BbwN5qdaKY3ijIxl,我 原本 放弃 森林 人 是因为 没有 后排 出风口 ， 而 现在 新款 森林 人有 后排 出风口 了 ， 等 新森 了 。,配置,0
LI350F84SUDvKdnl,白桶 比 石墨 烯好 ， 但是 ， 白桶 不算 好 机油 ， 机油 衰减 明显 ， 油温 上升 快 ， 后 伴随 一定 的 机油 消耗 。 0W20 的 机油 ， 还是 美孚 的 好 ， 安索 消耗 更大,动力,0
gUjhJwbmIsC40ytK,0w20 如果 你 拿 机油 试纸 测试 2000 - 4000 还好 。 过 4000 已经 到 了 衰减 期,动力,0
E5O9FG1vZT7iRBbI,新车 有 一点 糊味 ， 我 当时 也 是 ； 新车 经常 开窗 ； 如 天气 热 ， 开 空调 就 外 循环 ， 几天 味道 就 散 了 ， 比 其他 车要 好 太 多 了 。,舒适性,-1
FkgE8wLJ2XCS3p0B,主要 是 你 喜欢 哪个 前脸 ， 其他 的 都 可以 加装 。,外观,0
uyqxzh8WABj4k1JP,哥们 ， 你 换 完防 倾杆 舒适性 下降 的 多 吗 ？ 钢喉 对 刹车 效果 提升 大 不 ？,舒适性,0
pCaZyr1O07B4wPnj,哪年 的 车 ？ 12 之前 的 吗 ？ 老款 4at 好像 油耗 很 高 ！,油耗,-1
UDxSApokezqg9tbv,那些 说 森林 人 性价比 低 的 不 知道 是 什么 心态 ， 途观 l 四驱 最低 也 28 万起 了 ， 尺寸 也 差不多 ， 虽然 轴距 比森大 ， 但是 空间 表现 几乎 一样,空间,0
gM2olm6YPn71b0FT,这个 油 一般般 ， 刚换 了 这种 ， 跑 了 7 百公里 左右 ， 噪音 大 ，   提速 肉 ， 还 不如 之前 一直 用 的 白桶 出光,舒适性/动力,-1
5NiRp03BCso1fwLW,另外 就是 噪音 ， 楼兰 的 声音 也 不会 比森小 ， 我 个人感觉 我森 还要 安静 点 ， 因为 他 的 楼兰 买 了 快 三年 了 。 反正 车内 听 发动机 声音 不会 小 ， 包括 我 发现 福特 探险者 的 车内 发动机 声音 也 不小 。 你 买 楼兰 不如 买汉兰达 ， 锐界 。 森车 小 一点 ， 更 灵活 ， 不过 车 内 空间 不小 。,空间/动力/舒适性,-1
jofqk0tnmH675SF1,前天 刚 拆 了 ， 发现 储物 空间 大 了 很多,空间,1
FCqg28GfnBYal614,刹车灯 接触 开关 、 刹 拉丝 没回位 问题,安全性,0
nbwCEuTWa5L2Qef3,但是 看 配置 表 ， 豪华 和 时尚 的 变速箱 不 一样 ， 豪华 是 CVT ， 时尚 模拟 六档 ， 到底 什么 区别 啊 ？ 不 懂,配置/动力,0
QPRJptciqK69ovMg,这 玩意 质量 超级 好 ， 随便 开 。 油耗 肯定 大 些 ， 噪音 也 大些 ， 舒适性 也 差些 ， 最 讨厌 是 喜欢 夹 小石子 ， 不过 开 的 爽 也 就 值 了 。,油耗/舒适性,-1
qbCKrtnQj78ziVfO,作为 曾经 的 斯柯达 车主 表示 ， 这辈子 再也不会 买 斯柯达 的 车 了 。 简配 太 厉害 ， 而且 全是 你 看不见 的 地方 。 万年 不变 用 的 全是 大众 的 技术 ， 自己 没点 特色 ， 还 一个劲 鼓吹 自己 比 大众 性价比 高 。 理工 男 的 我 不 喜欢 这样 的 车企 。 要 便宜 我 直接 去 买 国产车 ， 要 主流 我 直接 选 大众 丰田 ， 要 个性 我选 技术 派 的 马自达 斯巴鲁 ， 要 内饰 我 选法 系车 ， 实在 想 不 出来 斯柯达 有 什么 能 让 人 提起 兴趣 的 。,配置,-1
IjoZ6Pn4pOhUGgSK,哥们儿 的 12 款 森林 人 2.5 车 9.7 万公里 了 ， 走南闯北 ， 青藏 进川 臧出 ， 什么 毛病 都 没 ， 上个星期 才 换 的 刹车片 ， 除了 雨 刮 ， 我 就 在 七 万公里 换 了 一次 轮胎 。,安全性,0
uTBnUk6vtmrxdeRb,把 冷却系统 处理 了 可以 大大 改善 烧 机油 问题,动力,0
N8ow9ATdvOlQe314,2.5 的 吧 ， 前 几月 有次 走 盘山公路 很 轻松 就 上去 ， 时速 40 左右 ， 发动机 转速 1500 以下 ， 油耗 8 左右,油耗/动力,0
AvnzbjIZHdKMsNxu,不 考虑 价格 当然 选 窝窝 ， 但是 ， 不 考虑 品牌 我 只 选 森林 人 。,价格,0
DMsxNX4p8VvrqThO,都 有 烧 机油 的 可能 ， 途观 大些 ， 建议 森 ， 如果 都 是 新车 建议 土罐,动力,0
XF1wbJmfdycoQ7Oi,森林 人 的 操控性 非常 好 ！,操控,1
ieoj6SuX8I5n0DBR,快 6 万 了 ？ 再加 10 万到 16 万 再 换 也 不 迟 ， 半点 问题 木有 。 刹车盘 另当别论 ， 刹车 不 抖动 也 不用 换 。,安全性,1
